rank	term	pvalue	zscore	combinedscore	overlapping_genes	adjusted_pvalue			link	library	category	direction	cluster
2	BLOOD PBMC	4.61029850468485e-18	2.763385146804836	110.30946892551853	['OGFR', 'CRTC2', 'RNPEPL1', 'MOGAT1', 'PHF1', 'PHRF1', 'LFNG', 'ZFP36', 'GNLY', 'TBC1D10C', 'TOM1', 'SDF4', 'CCR7', 'PIM3', 'IER2', 'GPSM3', 'REXO1', 'ARRDC2', 'MINK1', 'EMP3', 'TMC6', 'MAPK8IP3', 'ARFGAP1', 'EML3', 'MFSD10', 'SELENOO', 'SIGIRR', 'ACAP3', 'ZAP70', 'RNF126', 'SCO2', 'CTDSP1', 'EHBP1L1', 'RARA', 'FKBP8', 'ZNF316', 'ODF3B', 'ADAM8', 'S100A4', 'TNFRSF25', 'LTB', 'DUS3L', 'PPP1R12C', 'RNF166', 'CSNK1G2', 'LY6E', 'CEBPB', 'AP5Z1', 'IDUA', 'STXBP2', 'FURIN', 'CFP', 'RASGRP2', 'CORO1A', 'LMF2', 'RELB', 'RHOT2', 'DPP7', 'SH3TC1', 'TAF1C', 'SPOCK2', 'SF3A2', 'TGFB1', 'MIB2', 'NFKB2', 'CLCN7', 'XAB2', 'THEMIS2', 'ABHD17A', 'SHKBP1', 'CD7', 'BCL3', 'ATG2A', 'CCM2', 'DUS1L', 'CLASRP', 'SSBP4', 'PNPLA2', 'PF4', 'MYO1G']	2.489561192529819e-16	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_Tissues	Cell Type	down	0
3	CD34+ CELL	4.61029850468485e-18	2.763385146804836	110.30946892551853	['ACADVL', 'SPPL2B', 'COX4I1', 'RPLP0', 'ITGA2B', 'ENO1', 'ARRB2', 'RPL8', 'RPS15', 'MRPL41', 'RPS14', 'RPL18A', 'SNRNP70', 'ARHGDIA', 'RPL36', 'TBC1D10C', 'TSPO', 'RPL37', 'RPS11', 'CTSD', 'GPSM3', 'SYTL1', 'RHOG', 'CIRBP', 'RPL13A', 'EMP3', 'KCNAB2', 'MFSD10', 'SIGIRR', 'RNF126', 'DDX39A', 'HGS', 'CARD19', 'CDC37', 'PPDPF', 'FKBP8', 'RIN3', 'TAGLN2', 'S100A4', 'PFN1', 'RPL28', 'DUS3L', 'SF1', 'LY6E', 'SLC25A6', 'SASH3', 'STXBP2', 'AKAP17A', 'RASGRP2', 'OAZ1', 'CORO1A', 'CST3', 'RHOT2', 'PPP4C', 'DPP7', 'HSF1', 'RPL18', 'SF3A2', 'TGFB1', 'FUS', 'NR1H2', 'RPL23A', 'EIF1', 'HNRNPM', 'RPS28', 'PFKL', 'RPS27', 'RPS29', 'RPL27A', 'SHKBP1', 'ZYX', 'HLA-DRA', 'FXYD5', 'FAU', 'HLA-DRB3', 'SSBP4', 'ITM2C', 'FERMT3', 'PNPLA2', 'MYO1G']	1.6597074616865461e-16	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_Tissues	Cell Type	down	0
4	CORD BLOOD	2.6062471286275483e-15	2.590673575129533	86.99705981883926	['COX4I1', 'RPLP0', 'SLC2A3', 'ENO1', 'RPL8', 'RPS15', 'MRPL41', 'RPS14', 'ZFP36', 'LGALS1', 'RPL18A', 'FCGRT', 'RPL36', 'TBC1D10C', 'ITGAX', 'TSPO', 'RPL37', 'TIMP1', 'RPS11', 'IER2', 'ZNF385A', 'GPSM3', 'RHOG', 'PLAUR', 'RPL13A', 'EMP3', 'KCNAB2', 'RUNX3', 'MFSD10', 'DDX39A', 'TYROBP', 'SCO2', 'DDIT4', 'S100A6', 'ODF3B', 'RIN3', 'TAGLN2', 'ADAM8', 'S100A4', 'PFN1', 'RPL28', 'UBA52', 'SF1', 'SASH3', 'STXBP2', 'CFP', 'RASGRP2', 'MRPL13', 'OAZ1', 'CORO1A', 'CST3', 'SH3TC1', 'RPL18', 'HLA-DRB5', 'APOBR', 'RPL23A', 'EIF1', 'FOSL2', 'PTPRE', 'NR4A1', 'RPS28', 'RPS27', 'THEMIS2', 'UBXN11', 'RPS29', 'RPL27A', 'CD7', 'ZYX', 'HLA-DRA', 'FXYD5', 'FAU', 'HLA-DRB3', 'FERMT3', 'PF4', 'MYO1G']	7.03686724729438e-14	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_Tissues	Cell Type	down	0
5	NATURAL KILLER CELLS	8.270044483252488e-12	2.3488773747841103	59.93954830765333	['RNPEPL1', 'ARRB2', 'MRPL41', 'LFNG', 'GPR132', 'LGALS1', 'GNLY', 'TBC1D10C', 'EFHD2', 'ITGAX', 'SDF4', 'TSPO', 'CCR7', 'CTSD', 'IER2', 'GPSM3', 'ARRDC2', 'SYTL1', 'RHOG', 'EMP3', 'TMC6', 'KCNAB2', 'HLA-F', 'RUNX3', 'HLA-G', 'TUBA4A', 'EML3', 'MFSD10', 'SIGIRR', 'ZAP70', 'TYROBP', 'SCO2', 'CTDSP1', 'DDIT4', 'RARA', 'ODF3B', 'RIN3', 'ADAM8', 'S100A4', 'LTB', 'PFN1', 'DUS3L', 'RNF166', 'LY6E', 'SASH3', 'CEBPD', 'STXBP2', 'FURIN', 'RASGRP2', 'CORO1A', 'LMF2', 'RELB', 'DPP7', 'SPOCK2', 'CCL5', 'HMOX1', 'TNFRSF14', 'APOBR', 'PTPRE', 'XAB2', 'THEMIS2', 'SHKBP1', 'CD7', 'BCL3', 'NFKBID', 'FERMT3', 'PF4', 'MYO1G']	1.7863296083825375e-10	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_Tissues	Cell Type	down	0
1	Cytoplasmic Ribosomal Proteins WP163	7.734156205420695e-17	15.652173913043478	580.6690464628481	['RPLP0', 'RPL13A', 'RPL23A', 'RPL8', 'RPS15', 'RPS14', 'RPS28', 'RPS27', 'RPL18A', 'RPS29', 'RPL27A', 'RPL36', 'RPL37', 'FAU', 'RPS11', 'RPL18', 'RPL28', 'RPS12']	1.3612114921540424e-14	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Mouse	Pathways	down	0
2	mRNA processing WP310	0.0002190782242944586	2.800875273522976	23.60040389564008	['DAZAP1', 'SF3A2', 'RNPEPL1', 'FUS', 'CIRBP', 'RPL8', 'HNRNPM', 'RPS14', 'RPS28', 'RPS27', 'RPS29', 'SNRNP70', 'EIF3G', 'RPL37', 'CLASRP', 'RPS11']	0.019278883737912356	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Mouse	Pathways	down	0
3	White fat cell differentiation WP2872	0.000650809703136587	10.0	73.37293273178315	['SREBF1', 'CEBPB', 'CEBPD', 'RARA']	0.03818083591734644	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Mouse	Pathways	down	0
4	MAPK signaling pathway WP493	0.0008930528023108882	4.0251572327044025	28.260084929643465	['NR4A1', 'JUN', 'TGFB1', 'MAPKAPK2', 'MINK1', 'ARRB2', 'MAPK8IP3', 'ATF4']	0.03929432330167908	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Mouse	Pathways	down	0
5	Lung fibrosis WP3632	0.0009861593844130657	6.557377049180327	45.388147993097895	['CEBPB', 'TGFB1', 'CCL5', 'HMOX1', 'TIMP1']	0.03471281033133992	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Mouse	Pathways	down	0
1	Cytoplasmic Ribosomal Proteins WP477	1.812272484747892e-18	17.078651685393258	697.6962264215261	['RPLP0', 'RPL13A', 'RPL23A', 'RPL8', 'RPS15', 'RPS14', 'RPS28', 'RPS27', 'RPL18A', 'RPS29', 'RPL27A', 'RPL36', 'RPL37', 'FAU', 'RPS11', 'RPL18', 'RPL28', 'UBA52', 'RPS12']	8.553926128010051e-16	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Human	Pathways	down	0
2	Senescence and Autophagy in Cancer WP615	0.00035253461028925576	5.333333333333333	42.401929361674966	['JUN', 'CDKN1A', 'CEBPB', 'TGFB1', 'FKBP8', 'ULK1', 'SQSTM1']	0.08319816802826437	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Human	Pathways	down	0
3	Transcriptional cascade regulating adipogenesis WP4211	0.0005030451781781706	18.46153846153846	140.2122567590077	['SREBF1', 'CEBPB', 'CEBPD']	0.07914577470003217	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Human	Pathways	down	0
4	Apoptosis-related network due to altered Notch3 in ovarian cancer WP2864	0.0005158055652148288	7.547169811320755	57.13042018938272	['CDKN1A', 'BCL3', 'PKN1', 'SQSTM1', 'IER3']	0.06086505669534979	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Human	Pathways	down	0
5	White fat cell differentiation WP4149	0.000650809703136587	10.0	73.37293273178315	['SREBF1', 'CEBPB', 'CEBPD', 'RARA']	0.06143643597609381	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	WikiPathways_2019_Human	Pathways	down	0
1	NR1H2 human tf ARCHS4 coexpression	1.1930907284457932e-74	19.531772575250834	3324.5957799113794	['OGFR', 'CRTC2', 'ACADVL', 'RNPEPL1', 'ARRB2', 'MED15', 'SART1', 'GUK1', 'FCGRT', 'ARHGDIA', 'TBC1D10C', 'TOM1', 'EFHD2', 'SDF4', 'TSPO', 'PIM3', 'GPSM3', 'REXO1', 'ARRDC2', 'RHOG', 'EMP3', 'TMC6', 'KCNAB2', 'EML3', 'MFSD10', 'HGS', 'CTDSP1', 'CDC37', 'MAPKAPK2', 'EHBP1L1', 'RARA', 'RIN3', 'TAGLN2', 'ADAM8', 'S100A4', 'PFN1', 'PPP1R12C', 'LY6E', 'ANAPC2', 'SASH3', 'CEBPB', 'AP5Z1', 'STXBP2', 'FURIN', 'RASGRP2', 'OAZ1', 'LMF2', 'RELB', 'CST3', 'PPP4C', 'DPP7', 'HSF1', 'TNFRSF14', 'FBRS', 'TGFB1', 'USF2', 'CLCN7', 'XAB2', 'PFKL', 'THEMIS2', 'SHKBP1', 'GNB2', 'BCL3', 'ATG2A', 'ZYX', 'EIF3G', 'PLEKHM2', 'CCM2', 'PKN1', 'CLASRP', 'FERMT3', 'GRINA', 'MYO1G']	2.0568884158405476e-71	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_TFs_Coexp	Transcription	down	0
2	IRF3 human tf ARCHS4 coexpression	1.453123565371477e-71	18.996655518394647	3098.541179607741	['OGFR', 'CRTC2', 'RNPEPL1', 'ARRB2', 'MED15', 'LFNG', 'SNRNP70', 'ARHGDIA', 'TBC1D10C', 'EFHD2', 'FBRSL1', 'GPSM3', 'REXO1', 'ARRDC2', 'MINK1', 'SYTL1', 'UBALD2', 'TMC6', 'RUNX3', 'ARFGAP1', 'EML3', 'MFSD10', 'SIGIRR', 'ZAP70', 'RNF126', 'CTDSP1', 'EHBP1L1', 'ZNF316', 'RIN3', 'TAGLN2', 'ADAM8', 'RPL28', 'PPP1R12C', 'RNF166', 'CSNK1G2', 'SF1', 'ANAPC2', 'SASH3', 'AP5Z1', 'IDUA', 'STXBP2', 'AKAP17A', 'RASGRP2', 'CORO1A', 'LMF2', 'RHOT2', 'DPP7', 'TAF1C', 'TNFRSF14', 'FBRS', 'TGFB1', 'TNK2', 'SCAF1', 'USF2', 'CCDC88B', 'CLCN7', 'XAB2', 'PFKL', 'THEMIS2', 'ABHD17A', 'SHKBP1', 'GNB2', 'CD7', 'BCL3', 'ZYX', 'EIF3G', 'CCM2', 'DUS1L', 'PKN1', 'CLASRP', 'MYO1G']	1.2525925133502132e-68	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_TFs_Coexp	Transcription	down	0
3	CXXC1 human tf ARCHS4 coexpression	1.453123565371477e-71	18.996655518394647	3098.541179607741	['OGFR', 'DAZAP1', 'CRTC2', 'RNPEPL1', 'PRKCSH', 'ARRB2', 'MED15', 'SART1', 'SNRNP70', 'ARHGDIA', 'TBC1D10C', 'EFHD2', 'SDF4', 'REXO1', 'MINK1', 'UBALD2', 'TMC6', 'KCNAB2', 'MAPK8IP3', 'ARFGAP1', 'EML3', 'MFSD10', 'RNF126', 'HGS', 'CTDSP1', 'CDC37', 'EHBP1L1', 'RARA', 'ZNF316', 'ADAM8', 'RPL28', 'PPP1R12C', 'RNF166', 'CSNK1G2', 'SF1', 'ANAPC2', 'AP5Z1', 'STXBP2', 'AKAP17A', 'RASGRP2', 'OAZ1', 'CORO1A', 'LMF2', 'RHOT2', 'PPP4C', 'DPP7', 'TAF1C', 'HSF1', 'TNFRSF14', 'FBRS', 'SF3A2', 'TGFB1', 'FUS', 'SUPT5H', 'SCAF1', 'USF2', 'NFKB2', 'CCDC88B', 'CLCN7', 'XAB2', 'PFKL', 'ABHD17A', 'SHKBP1', 'GNB2', 'ZYX', 'EIF3G', 'DUS1L', 'PKN1', 'CLASRP', 'FERMT3', 'MYO1G']	8.350616755668088e-69	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_TFs_Coexp	Transcription	down	0
4	JUND human tf ARCHS4 coexpression	1.6079546860522903e-68	18.46153846153846	2881.861353850175	['OGFR', 'USP36', 'BTG2', 'CRTC2', 'RNPEPL1', 'PHF1', 'MED15', 'ZFP36', 'SNRNP70', 'ARHGDIA', 'TBC1D10C', 'FBRSL1', 'PIM3', 'KDM6B', 'REXO1', 'ARRDC2', 'MINK1', 'SYTL1', 'CIRBP', 'UBALD2', 'TMC6', 'KCNAB2', 'MAPK8IP3', 'RUNX3', 'EML3', 'ZAP70', 'CTDSP1', 'MAPKAPK2', 'EHBP1L1', 'RARA', 'ZNF316', 'ULK1', 'RPL28', 'PPP1R12C', 'RNF166', 'CSNK1G2', 'SF1', 'ANAPC2', 'CEBPD', 'IDUA', 'AKAP17A', 'RASGRP2', 'LMF2', 'DPP7', 'TAF1C', 'SPOCK2', 'TNFRSF14', 'FBRS', 'PLK3', 'JUN', 'TGFB1', 'TNK2', 'SCAF1', 'USF2', 'FOSL2', 'CCDC88B', 'CLCN7', 'XAB2', 'NR4A1', 'ABHD17A', 'BCL3', 'ATG2A', 'PLEKHM2', 'MAFK', 'PKN1', 'CLASRP', 'SSBP4', 'PNPLA2', 'MYO1G']	6.930284696885371e-66	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_TFs_Coexp	Transcription	down	0
5	RELA human tf ARCHS4 coexpression	1.6079546860522903e-68	18.46153846153846	2881.861353850175	['OGFR', 'CRTC2', 'RNPEPL1', 'PRKCSH', 'PHRF1', 'MED15', 'SART1', 'SNRNP70', 'TOM1', 'EFHD2', 'SDF4', 'PIM3', 'GPSM3', 'KDM6B', 'REXO1', 'MINK1', 'RHOG', 'CSNK1D', 'UBALD2', 'TMC6', 'RUNX3', 'ARFGAP1', 'EML3', 'HGS', 'CTDSP1', 'MAP7D1', 'CDC37', 'MAPKAPK2', 'EHBP1L1', 'RARA', 'ZNF316', 'TAGLN2', 'RPL28', 'PPP1R12C', 'CSNK1G2', 'SF1', 'ANAPC2', 'CEBPB', 'AP5Z1', 'STXBP2', 'DOT1L', 'FURIN', 'OAZ1', 'LMF2', 'RELB', 'RHOT2', 'DPP7', 'HSF1', 'TNFRSF14', 'FBRS', 'TGFB1', 'SUPT5H', 'SCAF1', 'USF2', 'FOSL2', 'NFKB2', 'CLCN7', 'XAB2', 'SHKBP1', 'GNB2', 'BCL3', 'ATG2A', 'ZYX', 'PLEKHM2', 'MAFK', 'PKN1', 'CLASRP', 'GRINA', 'MYO1G']	5.544227757508297e-66	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ARCHS4_TFs_Coexp	Transcription	down	0
1	SPI1 CHEA	9.259742968491713e-14	3.484848484848485	104.58209776500009	['OGFR', 'DAZAP1', 'CRTC2', 'CEBPB', 'SLC43A2', 'PRKCSH', 'DOT1L', 'SLC3A2', 'ARRB2', 'CFP', 'RPL8', 'OAZ1', 'MED15', 'RPS15', 'RPS14', 'PPP4C', 'RPL18A', 'SH3TC1', 'UBC', 'TBC1D10C', 'EFHD2', 'CCR7', 'PIM3', 'RPL37', 'RPS11', 'IER2', 'ZNF385A', 'GPSM3', 'KDM6B', 'RHOG', 'APOBR', 'EMP3', 'NEAT1', 'TYROBP', 'RPL27A', 'GNB2', 'MAPKAPK2', 'CCM2', 'S100A4', 'PKN1', 'CLASRP', 'RPL28', 'DUS3L', 'SF1', 'FERMT3', 'PF4']	9.63013268723138e-12	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	Transcription	down	0
2	ZMIZ1 ENCODE	6.914302496348309e-11	3.3260393873085334	77.81217237481572	['BTG2', 'CEBPB', 'IDUA', 'SPPL2B', 'COX4I1', 'RPLP0', 'MRPL41', 'ZFP36', 'PPP4C', 'LGALS1', 'UBC', 'RPL36', 'TBC1D10C', 'PIM3', 'IER2', 'IER3', 'TGFB1', 'ARRDC2', 'CSNK1D', 'SCAF1', 'TUBA4A', 'EIF1', 'SLC7A5', 'RPS28', 'PKM', 'SCO2', 'FASN', 'DDIT4', 'PLEKHM2', 'ULK1', 'CCM2', 'TAGLN2', 'PKN1', 'EZR', 'RPL28', 'SQSTM1', 'RNF166', 'ATF4']	3.5954372981011206e-09	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	Transcription	down	0
3	CREB1 CHEA	1.1404768614156625e-10	2.714681440443213	62.15101486537196	['OGFR', 'USP36', 'BTG2', 'CDKN1A', 'CRTC2', 'TCF25', 'RPS14', 'GUK1', 'RPL37', 'IER2', 'KDM6B', 'SREBF1', 'MINK1', 'CIRBP', 'RPL13A', 'CSNK1D', 'UBALD2', 'KCNAB2', 'ARFGAP1', 'EPN1', 'DDIT4', 'RPL28', 'CSNK1G2', 'SF1', 'ATF4', 'CEBPB', 'SLC43A2', 'MEPCE', 'SLC3A2', 'RELB', 'DNAJB1', 'PPP4C', 'SPOCK2', 'RPL18', 'HLA-DRB5', 'MIB2', 'SUPT5H', 'EIF1', 'FOSL2', 'NFKB2', 'XAB2', 'NR4A1', 'RPS27', 'RPS29', 'GNB2', 'ATG2A', 'MAFK', 'FAU', 'NFKBID']	3.953653119574297e-09	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	Transcription	down	0
4	ZBTB7A ENCODE	3.7067048045551776e-10	2.271062271062271	49.317724312531226	['OGFR', 'DAZAP1', 'PHF1', 'SPPL2B', 'ENO1', 'CLU', 'MRPL41', 'LGALS1', 'FCGRT', 'VPS72', 'FBRSL1', 'PIM3', 'IER2', 'IER3', 'RHOG', 'NEAT1', 'TUBA4A', 'EML3', 'RNF126', 'DDX39A', 'CTDSP1', 'MAP7D1', 'CDC37', 'EHBP1L1', 'FKBP8', 'PPIF', 'ULK1', 'PFN1', 'EZR', 'SQSTM1', 'VPS28', 'CSNK1G2', 'ATF4', 'SLC25A6', 'ANAPC2', 'CEBPB', 'TTYH3', 'AP5Z1', 'SLC43A2', 'CEBPD', 'IDUA', 'MEPCE', 'DOT1L', 'OAZ1', 'RHOT2', 'UBC', 'SF3A2', 'TGFB1', 'MIB2', 'USF2', 'HNRNPM', 'NR4A1', 'FASN', 'GNB2', 'BCL3', 'ZYX', 'PLEKHM2', 'DUS1L', 'PKN1', 'NFKBID', 'SSBP4', 'GRINA']	9.637432491843461e-09	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	Transcription	down	0
5	RUNX1 CHEA	1.1386537111322347e-09	2.7202472952086554	56.019192952879415	['SASH3', 'BTG2', 'TTYH3', 'C5AR1', 'SLC3A2', 'ENO1', 'RASGRP2', 'RPS15', 'DNAJB1', 'LGALS1', 'SNRNP70', 'GUK1', 'FCGRT', 'SH3TC1', 'UBC', 'SDF4', 'RPL37', 'FBRS', 'CTSD', 'IER2', 'GPSM3', 'SLC38A1', 'TGFB1', 'FUS', 'ARRDC2', 'SLC11A1', 'TNK2', 'RHOG', 'CSNK1D', 'EMP3', 'KCNAB2', 'USF2', 'CD7', 'BCL3', 'RARA', 'ZYX', 'S100A6', 'PPIF', 'MAFK', 'DUS3L', 'UBA52', 'RNF166', 'SSBP4', 'LY6E']	2.368399719155048e-08	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=591ebb1b9a89d07051a9c465c03638e2	ENCODE_and_ChEA_Consensus_TFs_from_ChIP-X	Transcription	down	0
1	Platelet crit 30090 raw	7.203441279396636e-06	2.8438948995363216	33.674422118709295	['KDM6B', 'TRABD', 'CSRNP1', 'SERPINA1', 'TPM4', 'DOT1L', 'RHOG', 'APOBR', 'HLA-A', 'ENO1', 'SLC7A5', 'SLCO1B1', 'THEMIS2', 'ARPC2', 'TMEM259', 'IRF1', 'PTPN7', 'SGK1', 'RPS21', 'MEF2D', 'EIF3A', 'BRD4', 'HLA-DPA1']	0.0061733491764429166	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	UK_Biobank_GWAS_v1	Diseases	up	1
2	Platelet count 30080 raw	0.0003888209104641097	2.2857142857142856	17.94832389660868	['TRABD', 'CSRNP1', 'SERPINA1', 'TPM4', 'DOT1L', 'PRRC2C', 'APOBR', 'HLA-A', 'ENO1', 'GP9', 'SLC7A5', 'SLCO1B1', 'THEMIS2', 'ARPC2', 'IRF1', 'P2RX1', 'TOM1', 'PLEKHO2', 'SGK1', 'MEF2D', 'HLA-DPA1']	0.16660976013387102	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	UK_Biobank_GWAS_v1	Diseases	up	1
3	Monocyte percentage 30190 raw	0.0009376193712032808	2.9179331306990877	20.344315561654156	['KDM6B', 'EGR2', 'CEBPB', 'IFITM2', 'CSF3R', 'CEBPD', 'VPS72', 'ARRDC2', 'TSPO', 'RRP12', 'S100A8', 'MYO1G']	0.2678466003737372	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	UK_Biobank_GWAS_v1	Diseases	up	1
4	North co-ordinate of home location 22704 raw	0.001390183241291846	8.205128205128204	53.97595661342034	['SERPINA1', 'CDC37', 'HLA-A', 'RNASE1']	0.297846759446778	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	UK_Biobank_GWAS_v1	Diseases	up	1
5	Takes paracetamol 6154 3	0.001390183241291846	8.205128205128204	53.97595661342034	['PHACTR1', 'HLA-A', 'MEF2D', 'IER3']	0.2382774075574224	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	UK_Biobank_GWAS_v1	Diseases	up	1
1	Vogt-Koyanagi-Harada syndrome	0.00015332490790398407	26.666666666666664	234.21203485629977	['EGR2', 'HLA-DRA', 'HLA-DRB1']	0.26632536502922033	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	GWAS_Catalog_2019	Diseases	up	1
2	Hepatitis B	0.00015332490790398407	26.666666666666664	234.21203485629977	['HLA-DRA', 'HLA-DQB2', 'HLA-DPA1']	0.13316268251461016	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	GWAS_Catalog_2019	Diseases	up	1
3	Plantar warts	0.00021701420913345428	23.999999999999996	202.45314544055657	['HLA-A', 'HLA-DRB3', 'HLA-DRB1']	0.12565122708827003	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	GWAS_Catalog_2019	Diseases	up	1
4	Lymphoma	0.0005030451781781706	18.46153846153846	140.2122567590077	['HLA-DRA', 'HLA-DQB2', 'HLA-DRB1']	0.2184473686238706	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	GWAS_Catalog_2019	Diseases	up	1
5	Inflammatory bowel disease	0.0006270869774292916	2.2566995768688294	16.64186246988809	['CCR1', 'CEBPB', 'GPX4', 'APOBR', 'FOSL2', 'RPS14', 'SBNO2', 'ARPC2', 'IRF1', 'CDC37', 'MAPKAPK2', 'TOM1', 'HLA-DRA', 'TNFRSF14', 'CLIC1', 'HLA-DRB1', 'HLA-DQB2', 'GPSM3', 'ATF4', 'PF4']	0.2178500159589359	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	GWAS_Catalog_2019	Diseases	up	1
1	Rheumatoid Arthritis	1.8105197521857696e-14	2.7932351336606653	88.38515875112789	['BTG2', 'CDKN1A', 'SERPINA1', 'CD83', 'CXCL8', 'SLC2A3', 'ENO1', 'CXCL16', 'THBD', 'ZFP36', 'LGALS1', 'FCGRT', 'ANPEP', 'NAMPT', 'COTL1', 'ITGAX', 'TIMP1', 'CLIC1', 'CTSD', 'GPSM3', 'HLA-DPA1', 'TLE3', 'REXO1', 'HLA-A', 'TNFRSF1B', 'SIGIRR', 'DDX39A', 'TYROBP', 'IRF1', 'S100A6', 'S100A4', 'PTMAP4', 'HLA-DQB2', 'S100A8', 'PPP1R15A', 'CD63', 'CEBPB', 'CEBPD', 'GSTP1', 'C5AR1', 'SLC3A2', 'OAZ1', 'GRK2', 'CCL5', 'HMOX1', 'TNFRSF14', 'ZBTB7A', 'PDLIM7', 'BRD4', 'CCR1', 'EGR2', 'G0S2', 'PPBP', 'NR4A2', 'NR4A1', 'BCL3', 'FOSB', 'HLA-DRA', 'VIM', 'HLA-DRB3', 'HLA-DRB1', 'TPT1', 'PNPLA2', 'PF4']	1.7793788124481743e-10	0	0	https://amp.pharm.mssm.edu/Enrichr/enrich?dataset=2b0191ff28eff1b9f7b562a191641f2d	DisGeNET	Diseases	up	1
